Date,Open,High,Low,Close,Volume,Adj Close
2015-12-15,20.889999,21.35,20.84,21.35,131200,21.35
2015-12-16,21.469998999999998,21.82,21.23,21.67,141800,21.67
2015-12-17,21.799999,22.610001,21.559998999999998,22.17,120200,22.17
2015-12-18,22.059998999999998,23.24,20.719998999999998,22.43,304100,22.43
2015-12-21,22.57,22.57,21.65,21.85,115700,21.85
2015-12-22,21.92,22.32,21.41,22.280001000000002,107400,22.280001000000002
2015-12-23,22.379998999999998,22.91,22.18,22.549999,74100,22.549999
2015-12-24,22.58,22.91,22.389999,22.57,28100,22.57
2015-12-28,22.42,22.68,21.889999,22.530001000000002,87400,22.530001000000002
2015-12-29,22.690001000000002,22.9,22.549999,22.66,80700,22.66
2015-12-30,22.67,22.959999,22.559998999999998,22.58,42200,22.58
2015-12-31,22.5,22.75,22.09,22.440001000000002,93000,22.440001000000002
2016-01-04,22.059998999999998,22.42,21.09,21.16,196200,21.16
2016-01-05,21.24,21.68,21.08,21.469998999999998,106500,21.469998999999998
2016-01-06,21.139999,21.469998999999998,20.799999,21.139999,61500,21.139999
2016-01-07,20.719998999999998,20.780001000000002,20.27,20.32,160400,20.32
2016-01-08,20.450001,20.809998999999998,19.34,19.41,288400,19.41
2016-01-11,19.440001000000002,19.49,18.18,18.51,246300,18.51
2016-01-12,18.629998999999998,19.209999,18.280001000000002,18.74,222100,18.74
2016-01-13,18.799999,19.110001,17.959999,18.370001000000002,134300,18.370001000000002
2016-01-14,18.49,19.41,18.32,18.75,119000,18.75
